measuredElement,measuredItemCPC,geographicAreaM49,timePointYears,Value,flagObservationStatus,flagMethod
Production (t) (5510),"Clover, for forage (01919.03)",Italy (380),2013,0,M,-
Production (t) (5510),"Clover, for forage (01919.03)",Italy (380),2014,0,M,-
Production (t) (5510),"Clover, for forage (01919.03)",Italy (380),2019,0,E,t
Production (t) (5510),"Clover, for forage (01919.03)",Italy (380),2020,0,E,t
Production (t) (5510),"Cabbage, for forage (01919.04)",France (250),1990,1624400,"",-
Production (t) (5510),"Cabbage, for forage (01919.04)",France (250),1991,2338200,"",-
Production (t) (5510),"Cabbage, for forage (01919.04)",France (250),1992,2533500,"",-
Production (t) (5510),"Cabbage, for forage (01919.04)",France (250),1993,2371600,"",-
Production (t) (5510),"Cabbage, for forage (01919.04)",France (250),1994,2227200,"",-
Production (t) (5510),"Cabbage, for forage (01919.04)",France (250),1995,2012800,"",-
Production (t) (5510),"Cabbage, for forage (01919.04)",France (250),1996,1751000,"",-
Production (t) (5510),"Cabbage, for forage (01919.04)",France (250),1997,1894700,"",-
Production (t) (5510),"Cabbage, for forage (01919.04)",France (250),1998,1852300,"",-
Production (t) (5510),"Cabbage, for forage (01919.04)",France (250),1999,1849000,"",-
Production (t) (5510),"Cabbage, for forage (01919.04)",France (250),2000,1875000,"",-
Production (t) (5510),"Cabbage, for forage (01919.04)",France (250),2001,1167476,"",-
Production (t) (5510),"Cabbage, for forage (01919.04)",France (250),2002,1295247,"",-
Production (t) (5510),"Cabbage, for forage (01919.04)",France (250),2003,1005201,"",-
Production (t) (5510),"Cabbage, for forage (01919.04)",France (250),2004,976849,"",-
Production (t) (5510),"Cabbage, for forage (01919.04)",France (250),2005,899315,"",-
Production (t) (5510),"Cabbage, for forage (01919.04)",France (250),2006,9e+05,E,f
Production (t) (5510),"Cabbage, for forage (01919.04)",France (250),2007,912796,"",-
Production (t) (5510),"Cabbage, for forage (01919.04)",France (250),2008,931753,"",-
Production (t) (5510),"Cabbage, for forage (01919.04)",France (250),2009,903525,"",-
Production (t) (5510),"Cabbage, for forage (01919.04)",France (250),2010,9e+05,E,f
Production (t) (5510),"Cabbage, for forage (01919.04)",France (250),2011,9e+05,E,f
Production (t) (5510),"Cabbage, for forage (01919.04)",France (250),2012,9e+05,E,f
Production (t) (5510),"Cabbage, for forage (01919.04)",France (250),2013,9e+05,E,f
Production (t) (5510),"Cabbage, for forage (01919.04)",France (250),2014,155412,"",q
Production (t) (5510),"Cabbage, for forage (01919.04)",France (250),2015,137773,"",q
Production (t) (5510),"Cabbage, for forage (01919.04)",France (250),2016,108997,"",q
Production (t) (5510),"Cabbage, for forage (01919.04)",France (250),2017,110001.8,"",q
Production (t) (5510),"Cabbage, for forage (01919.04)",France (250),2018,108327,"",q
Production (t) (5510),"Cabbage, for forage (01919.04)",France (250),2019,108327,E,t
Production (t) (5510),"Cabbage, for forage (01919.04)",France (250),2020,108327,E,t
Production (t) (5510),"Cabbage, for forage (01919.04)",Italy (380),1990,0,E,f
Production (t) (5510),"Cabbage, for forage (01919.04)",Italy (380),1991,0,"",-
Production (t) (5510),"Cabbage, for forage (01919.04)",Italy (380),1992,0,"",-
Production (t) (5510),"Cabbage, for forage (01919.04)",Italy (380),1993,0,"",-
Production (t) (5510),"Cabbage, for forage (01919.04)",Italy (380),1994,0,"",-
Production (t) (5510),"Cabbage, for forage (01919.04)",Italy (380),1995,0,"",-
Production (t) (5510),"Cabbage, for forage (01919.04)",Italy (380),1996,0,M,-
Production (t) (5510),"Cabbage, for forage (01919.04)",Italy (380),1997,0,M,-
Production (t) (5510),"Cabbage, for forage (01919.04)",Italy (380),1998,0,M,-
Production (t) (5510),"Cabbage, for forage (01919.04)",Italy (380),1999,0,M,-
Production (t) (5510),"Cabbage, for forage (01919.04)",Italy (380),2000,0,M,-
Production (t) (5510),"Cabbage, for forage (01919.04)",Italy (380),2001,0,M,-
Production (t) (5510),"Cabbage, for forage (01919.04)",Italy (380),2002,0,M,-
Production (t) (5510),"Cabbage, for forage (01919.04)",Italy (380),2003,0,M,-
Production (t) (5510),"Cabbage, for forage (01919.04)",Italy (380),2004,0,M,-
Production (t) (5510),"Cabbage, for forage (01919.04)",Italy (380),2005,0,M,-
Production (t) (5510),"Cabbage, for forage (01919.04)",Italy (380),2006,0,M,-
Production (t) (5510),"Cabbage, for forage (01919.04)",Italy (380),2007,0,M,-
Production (t) (5510),"Cabbage, for forage (01919.04)",Italy (380),2008,0,M,-
Production (t) (5510),"Cabbage, for forage (01919.04)",Italy (380),2009,0,M,-
Production (t) (5510),"Cabbage, for forage (01919.04)",Italy (380),2010,0,M,-
Production (t) (5510),"Cabbage, for forage (01919.04)",Italy (380),2011,0,M,-
Production (t) (5510),"Cabbage, for forage (01919.04)",Italy (380),2012,0,M,-
Production (t) (5510),"Cabbage, for forage (01919.04)",Italy (380),2013,0,M,-
Production (t) (5510),"Cabbage, for forage (01919.04)",Italy (380),2014,0,M,-
Production (t) (5510),"Cabbage, for forage (01919.04)",Italy (380),2019,0,E,t
Production (t) (5510),"Cabbage, for forage (01919.04)",Italy (380),2020,0,E,t
Production (t) (5510),"Turnips, for forage (01919.05)",France (250),1990,89100,"",-
Production (t) (5510),"Turnips, for forage (01919.05)",France (250),1991,100200,"",-
Production (t) (5510),"Turnips, for forage (01919.05)",France (250),1992,92800,"",-
Production (t) (5510),"Turnips, for forage (01919.05)",France (250),1993,86855,"",-
Production (t) (5510),"Turnips, for forage (01919.05)",France (250),1994,71340,"",-
Production (t) (5510),"Turnips, for forage (01919.05)",France (250),1995,64820,"",-
Production (t) (5510),"Turnips, for forage (01919.05)",France (250),1996,62630,"",-
Production (t) (5510),"Turnips, for forage (01919.05)",France (250),1997,57265,"",-
Production (t) (5510),"Turnips, for forage (01919.05)",France (250),1998,56994,"",-
Production (t) (5510),"Turnips, for forage (01919.05)",France (250),1999,59740,"",-
Production (t) (5510),"Turnips, for forage (01919.05)",France (250),2000,55390,"",-
Production (t) (5510),"Turnips, for forage (01919.05)",France (250),2001,55800,"",-
Production (t) (5510),"Turnips, for forage (01919.05)",France (250),2002,127900,T,-
Production (t) (5510),"Turnips, for forage (01919.05)",France (250),2003,109000,T,-
Production (t) (5510),"Turnips, for forage (01919.05)",France (250),2004,168000,T,-
Production (t) (5510),"Turnips, for forage (01919.05)",France (250),2005,168000,T,-
Production (t) (5510),"Turnips, for forage (01919.05)",France (250),2006,151000,T,-
Production (t) (5510),"Turnips, for forage (01919.05)",France (250),2007,150000,E,f
Production (t) (5510),"Turnips, for forage (01919.05)",France (250),2008,150000,E,f
Production (t) (5510),"Turnips, for forage (01919.05)",France (250),2009,150000,E,f
Production (t) (5510),"Turnips, for forage (01919.05)",France (250),2010,150000,E,f
Production (t) (5510),"Turnips, for forage (01919.05)",France (250),2011,150000,E,f
Production (t) (5510),"Turnips, for forage (01919.05)",France (250),2012,150000,E,f
Production (t) (5510),"Turnips, for forage (01919.05)",France (250),2013,150000,E,f
Production (t) (5510),"Turnips, for forage (01919.05)",France (250),2014,150000,E,f
Production (t) (5510),"Turnips, for forage (01919.05)",France (250),2019,150000,E,t
Production (t) (5510),"Turnips, for forage (01919.05)",France (250),2020,150000,E,t
Production (t) (5510),"Turnips, for forage (01919.05)",Italy (380),1990,413000,"",-
Production (t) (5510),"Turnips, for forage (01919.05)",Italy (380),1991,407400,"",-
Production (t) (5510),"Turnips, for forage (01919.05)",Italy (380),1992,357100,"",-
Production (t) (5510),"Turnips, for forage (01919.05)",Italy (380),1993,261300,"",-
Production (t) (5510),"Turnips, for forage (01919.05)",Italy (380),1994,255100,"",-
Production (t) (5510),"Turnips, for forage (01919.05)",Italy (380),1995,242500,"",-
Production (t) (5510),"Turnips, for forage (01919.05)",Italy (380),1996,240000,E,f
Production (t) (5510),"Turnips, for forage (01919.05)",Italy (380),1997,240000,E,f
Production (t) (5510),"Turnips, for forage (01919.05)",Italy (380),1998,0,M,-
Production (t) (5510),"Turnips, for forage (01919.05)",Italy (380),1999,0,M,-
Production (t) (5510),"Turnips, for forage (01919.05)",Italy (380),2000,0,M,-
Production (t) (5510),"Turnips, for forage (01919.05)",Italy (380),2001,0,M,-
Production (t) (5510),"Turnips, for forage (01919.05)",Italy (380),2002,0,M,-
Production (t) (5510),"Turnips, for forage (01919.05)",Italy (380),2003,0,M,-
Production (t) (5510),"Turnips, for forage (01919.05)",Italy (380),2004,0,M,-
Production (t) (5510),"Turnips, for forage (01919.05)",Italy (380),2005,0,M,-
Production (t) (5510),"Turnips, for forage (01919.05)",Italy (380),2006,0,M,-
Production (t) (5510),"Turnips, for forage (01919.05)",Italy (380),2007,0,M,-
Production (t) (5510),"Turnips, for forage (01919.05)",Italy (380),2008,0,M,-
Production (t) (5510),"Turnips, for forage (01919.05)",Italy (380),2009,0,M,-
Production (t) (5510),"Turnips, for forage (01919.05)",Italy (380),2010,0,M,-
Production (t) (5510),"Turnips, for forage (01919.05)",Italy (380),2011,0,M,-
Production (t) (5510),"Turnips, for forage (01919.05)",Italy (380),2012,0,M,-
Production (t) (5510),"Turnips, for forage (01919.05)",Italy (380),2013,0,M,-
Production (t) (5510),"Turnips, for forage (01919.05)",Italy (380),2014,0,M,-
Production (t) (5510),"Turnips, for forage (01919.05)",Italy (380),2019,0,E,t
Production (t) (5510),"Turnips, for forage (01919.05)",Italy (380),2020,0,E,t
Production (t) (5510),"Beet, for forage (01919.06)",France (250),1990,2830300,"",-
Production (t) (5510),"Beet, for forage (01919.06)",France (250),1991,3113300,"",-
Production (t) (5510),"Beet, for forage (01919.06)",France (250),1992,3187200,"",-
Production (t) (5510),"Beet, for forage (01919.06)",France (250),1993,3012000,"",-
Production (t) (5510),"Beet, for forage (01919.06)",France (250),1994,2871800,"",-
Production (t) (5510),"Beet, for forage (01919.06)",France (250),1995,2466600,"",-
Production (t) (5510),"Beet, for forage (01919.06)",France (250),1996,2503300,"",-
Production (t) (5510),"Beet, for forage (01919.06)",France (250),1997,2536700,"",-
Production (t) (5510),"Beet, for forage (01919.06)",France (250),1998,2415860,"",-
Production (t) (5510),"Beet, for forage (01919.06)",France (250),1999,2397210,"",-
Production (t) (5510),"Beet, for forage (01919.06)",France (250),2000,2321685,"",-
Production (t) (5510),"Beet, for forage (01919.06)",France (250),2001,1388800,"",-
Production (t) (5510),"Beet, for forage (01919.06)",France (250),2002,1376707,"",-
Production (t) (5510),"Beet, for forage (01919.06)",France (250),2003,1211318,"",-
Production (t) (5510),"Beet, for forage (01919.06)",France (250),2004,1322082,"",-
Production (t) (5510),"Beet, for forage (01919.06)",France (250),2005,1265031,"",-
Production (t) (5510),"Beet, for forage (01919.06)",France (250),2006,1262200,"",-
Production (t) (5510),"Beet, for forage (01919.06)",France (250),2007,1246400,"",-
Production (t) (5510),"Beet, for forage (01919.06)",France (250),2008,1620000,E,f
Production (t) (5510),"Beet, for forage (01919.06)",France (250),2009,2e+06,E,f
Production (t) (5510),"Beet, for forage (01919.06)",France (250),2010,2791793,"",-
Production (t) (5510),"Beet, for forage (01919.06)",France (250),2011,3383991,"",-
Production (t) (5510),"Beet, for forage (01919.06)",France (250),2012,3400000,E,f
Production (t) (5510),"Beet, for forage (01919.06)",France (250),2013,3400000,E,f
Production (t) (5510),"Beet, for forage (01919.06)",France (250),2014,3400000,E,f
Production (t) (5510),"Beet, for forage (01919.06)",France (250),2016,1279872.5,"",q
Production (t) (5510),"Beet, for forage (01919.06)",France (250),2017,1677679.8,"",q
Production (t) (5510),"Beet, for forage (01919.06)",France (250),2018,1576774,"",q
Production (t) (5510),"Beet, for forage (01919.06)",France (250),2019,1576774,E,t
Production (t) (5510),"Beet, for forage (01919.06)",France (250),2020,1576774,E,t
Production (t) (5510),"Beet, for forage (01919.06)",Italy (380),1990,189400,"",-
Production (t) (5510),"Beet, for forage (01919.06)",Italy (380),1991,199500,"",-
Production (t) (5510),"Beet, for forage (01919.06)",Italy (380),1992,189100,"",-
Production (t) (5510),"Beet, for forage (01919.06)",Italy (380),1993,185500,"",-
Production (t) (5510),"Beet, for forage (01919.06)",Italy (380),1994,225600,"",-
Production (t) (5510),"Beet, for forage (01919.06)",Italy (380),1995,199500,"",-
Production (t) (5510),"Beet, for forage (01919.06)",Italy (380),1996,75000,"",-
Production (t) (5510),"Beet, for forage (01919.06)",Italy (380),1997,110000,"",-
Production (t) (5510),"Beet, for forage (01919.06)",Italy (380),1998,0,"",-
Production (t) (5510),"Beet, for forage (01919.06)",Italy (380),1999,0,"",-
Production (t) (5510),"Beet, for forage (01919.06)",Italy (380),2000,0,"",-
Production (t) (5510),"Beet, for forage (01919.06)",Italy (380),2001,0,"",-
Production (t) (5510),"Beet, for forage (01919.06)",Italy (380),2002,0,"",-
Production (t) (5510),"Beet, for forage (01919.06)",Italy (380),2003,0,"",-
Production (t) (5510),"Beet, for forage (01919.06)",Italy (380),2004,0,"",-
Production (t) (5510),"Beet, for forage (01919.06)",Italy (380),2005,0,E,t
Production (t) (5510),"Beet, for forage (01919.06)",Italy (380),2006,0,E,t
Production (t) (5510),"Beet, for forage (01919.06)",Italy (380),2007,0,E,t
Production (t) (5510),"Beet, for forage (01919.06)",Italy (380),2008,0,E,t
Production (t) (5510),"Beet, for forage (01919.06)",Italy (380),2009,0,E,t
Production (t) (5510),"Beet, for forage (01919.06)",Italy (380),2019,0,E,t
Production (t) (5510),"Beet, for forage (01919.06)",Italy (380),2020,0,E,t
Production (t) (5510),"Carrots, for forage (01919.07)",France (250),1990,0,"",-
Production (t) (5510),"Carrots, for forage (01919.07)",France (250),1991,0,"",-
Production (t) (5510),"Carrots, for forage (01919.07)",France (250),1992,0,"",-
Production (t) (5510),"Carrots, for forage (01919.07)",France (250),1993,0,"",-
Production (t) (5510),"Carrots, for forage (01919.07)",France (250),1994,0,"",-
Production (t) (5510),"Carrots, for forage (01919.07)",France (250),1995,0,"",-
Production (t) (5510),"Carrots, for forage (01919.07)",France (250),1996,0,"",-
Production (t) (5510),"Carrots, for forage (01919.07)",France (250),1997,0,"",-
Production (t) (5510),"Carrots, for forage (01919.07)",France (250),1998,0,"",-
Production (t) (5510),"Carrots, for forage (01919.07)",France (250),1999,0,"",-
Production (t) (5510),"Carrots, for forage (01919.07)",France (250),2000,0,"",-
Production (t) (5510),"Carrots, for forage (01919.07)",France (250),2001,0,"",-
Production (t) (5510),"Carrots, for forage (01919.07)",France (250),2002,0,"",-
Production (t) (5510),"Carrots, for forage (01919.07)",France (250),2003,0,"",-
Production (t) (5510),"Carrots, for forage (01919.07)",France (250),2004,0,"",-
Production (t) (5510),"Carrots, for forage (01919.07)",France (250),2005,0,E,f
Production (t) (5510),"Carrots, for forage (01919.07)",France (250),2006,0,E,t
Production (t) (5510),"Carrots, for forage (01919.07)",France (250),2007,0,E,t
